timestamp,sn,text,EST
2019-05-23 02:07:06,deidra_dwallace,RT @ewsanta1: Nooooo not Brittney and Janelle...sad to see them go but happy I got them back on my tv for a few episodes at least #AmazingR…,2019-05-22 21:07:06
2019-05-23 02:07:02,theslaycademy,"Okay Tyler, now I really need a collab (or #Psychobabble?) with you 2 &amp;  @britney_haynes &amp; @janellepierzina pretty… https://t.co/9NDB92paY1",2019-05-22 21:07:02
2019-05-23 02:06:59,stephensroczyk,@AmazingRaceCBS And the longest and largest zip line towards the pit stop 🛑 #AmazingRace,2019-05-22 21:06:59
2019-05-23 02:06:58,MattOMalley,"Two weeks from tonight: Join @BretLaBelle &amp; me at Kellehers (1410 Centre St., Rosl.) for an @AmazingRaceCBS viewing… https://t.co/lKhbGCF9GF",2019-05-22 21:06:58
2019-05-23 02:06:51,SurvivingTribal,Two hours of #AmazingRace 31 tonight meant two opportunities for the last remaining #Survivor team to be eliminated… https://t.co/Np75lLaHcb,2019-05-22 21:06:51
2019-05-23 02:06:46,deidra_dwallace,Low key crying they went home. #AmazingRace,2019-05-22 21:06:46
2019-05-23 02:06:33,Vaden83,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:06:33
2019-05-23 02:06:11,HaymakerHattie,I am SO glad #AmazingRace didn’t get away with going to Uganda without noting the human rights issues. Thanks… https://t.co/1eY7bWmPD6,2019-05-22 21:06:11
2019-05-23 02:05:46,stephensroczyk,@AmazingRaceCBS My favorite was Colin dancing in the nightclub #AmazingRace,2019-05-22 21:05:46
2019-05-23 02:05:45,Survivor_on_DVD,"RT @Survivor_on_DVD: If a double dose of #AmazingRace with @PhilKeoghan tonight isn't enough, you can now get ALL THIRTY past seasons on DV…",2019-05-22 21:05:45
2019-05-23 02:05:24,JohnG500,#GirlSquad!! LOL! #BigBrother @RachelEReilly @AmazingRaceCBS @PhilKeoghan #AmazingRace https://t.co/v1lnAv6rdD,2019-05-22 21:05:24
2019-05-23 02:05:20,smartcorgi,RT @criticmissence4: Urgh. I need Rachel and her sister gone. #AmazingRace,2019-05-22 21:05:20
2019-05-23 02:05:19,OminousTomato,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:05:19
2019-05-23 02:05:02,stephensroczyk,@AmazingRaceCBS Dubai is one of coolest cities ever. Their skyscrapers are amazing. Love the Dubai Frame 🖼 #AmazingRace,2019-05-22 21:05:02
2019-05-23 02:04:55,PhilKeoghan,A fun #BTS moment as the #Afganimals fly into the pitstop on #amazingrace don’t miss my buckit podcast interview wi… https://t.co/HkBv5BLwBH,2019-05-22 21:04:55
2019-05-23 02:04:50,DoraTheShutIn,Good show in #Uganda ! #AmazingRace,2019-05-22 21:04:50
2019-05-23 02:04:41,Srahspillz,"IDC what anyone says, I love the Reilly sisters #AmazingRace",2019-05-22 21:04:41
2019-05-23 02:04:19,JohnG500,"I'm not sure what was left out but what was shown was nothing short of love, knowledge, enlightenment, and unity ab… https://t.co/gjsOnwx9u1",2019-05-22 21:04:19
2019-05-23 02:03:57,smartcorgi,RT @nyngaile: Phil NOOOOO why a non elimination leg send them home!  #AmazingRace https://t.co/GWFCI3k7Kj,2019-05-22 21:03:57
2019-05-23 02:03:48,TamGarrettCasey,A peek for next time... #AmazingRace https://t.co/kKfLDhWkhH,2019-05-22 21:03:48
2019-05-23 02:03:42,Seapoeschl,"Recap of Phil's commentary during tonights head to head challenge. #AmazingRace

https://t.co/cjGTKxdxvm",2019-05-22 21:03:42
2019-05-23 02:03:38,alyleanne01,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 21:03:38
2019-05-23 02:03:38,Mariat3,Why is Nicole crying next week?#AmazingRace,2019-05-22 21:03:38
2019-05-23 02:03:34,stephensroczyk,@AmazingRaceCBS Rachel is the biggest cry baby....ever. #AmazingRace,2019-05-22 21:03:34
2019-05-23 02:03:29,ralyssa11,NOOOOOOOOOO!!!!!!!!!! 😭😭😭😭😭😭😭😭😭😭 #TAR #AmazingRace #TeamBigBrother #MomSquad,2019-05-22 21:03:29
2019-05-23 02:03:09,LC3_TDSB,RT @EdwardsGuidance: Ss from @John_McCraePS &amp; @tdsb_SMPS collaborating &amp; sharing their #AmazingRace  activity with their peers @UTSC Post S…,2019-05-22 21:03:09
2019-05-23 02:03:01,GamerKevin94,So sad to see a Big Brother team eliminated!! It was so fun watching Britney and Jenelle. #AmazingRace,2019-05-22 21:03:01
2019-05-23 02:02:58,InTheDrunkTank,RT @CalebWH25: The preview for next week’s #AmazingRace has me like.... https://t.co/yHPgPB0Oqz,2019-05-22 21:02:58
2019-05-23 02:02:40,IconicQueenAri,rachel elissa brittany janelle you ladies did well never gave up hope they will get another second chance #AmazingRace,2019-05-22 21:02:40
2019-05-23 02:02:38,HaymakerHattie,Loving how #AmazingRace doesn’t pretend they intended this to be a two parter. It is what it is: two discrete episo… https://t.co/huauX2bQOm,2019-05-22 21:02:38
2019-05-23 02:02:35,br_infinity_ke,RT @itswessums: I’m...upset #AmazingRace,2019-05-22 21:02:35
2019-05-23 02:02:31,Divine_Angel89,RT @CalebWH25: The preview for next week’s #AmazingRace has me like.... https://t.co/yHPgPB0Oqz,2019-05-22 21:02:31
2019-05-23 02:02:31,Tweettweetter,I see Rachel telling someone not to play the victim in next week's episode. Of course!!! We all know that's her rol… https://t.co/jAEcev3Vxm,2019-05-22 21:02:31
2019-05-23 02:02:30,planetadenegoci,#boatdrinks #vacationmodeon #cruisetravel #drinklocal #bountyrum #facebook #santacruz #sharesafety #ccc48 #climaCR… https://t.co/8mfYFcW47A,2019-05-22 21:02:30
2019-05-23 02:02:06,stephensroczyk,@PhilKeoghan @AmazingRaceCBS LOL #AmazingRace,2019-05-22 21:02:06
2019-05-23 02:01:56,BB_timc,LOL you can always count on the BB teams to stir drama on the #AmazingRace 😝 https://t.co/nJDYHckXAB,2019-05-22 21:01:56
2019-05-23 02:01:51,Survality,RT @Survality: Favorite team representing #Survivior or #BigBrother #AmazingRace #TAR31 #TAR,2019-05-22 21:01:51
2019-05-23 02:01:48,Survality,RT @Survality: Favorite team that’s representing #AmazingRace #TAR31 #TAR,2019-05-22 21:01:48
2019-05-23 02:01:46,CappyD,So then its just like every other episode of #amazingrace https://t.co/62mAkp5BsE,2019-05-22 21:01:46
2019-05-23 02:01:35,Survality,Favorite team representing #Survivior or #BigBrother #AmazingRace #TAR31 #TAR,2019-05-22 21:01:35
2019-05-23 02:01:31,Divine_Angel89,RT @lordsntee: #AmazingRace Becca and Floyd are so much fun,2019-05-22 21:01:31
2019-05-23 02:01:22,MrNoeReyes,I never thought I would ever get into #AmazingRace. Turns out it's pretty good!,2019-05-22 21:01:22
2019-05-23 02:01:19,KeithZingraf,"Not the ending that I would've liked, can we vote Rachel out?? Oh wait, wrong show ;) #AmazingRace @AmazingRaceCBS",2019-05-22 21:01:19
2019-05-23 02:01:15,AmazingRaceCBS,RT @itswessums: I’m...upset #AmazingRace,2019-05-22 21:01:15
2019-05-23 02:01:13,buckeyegirl25,Wow. Reilly sisters clashing with Nicole and Victor next week...😳 #AmazingRace,2019-05-22 21:01:13
2019-05-23 02:01:11,Divine_Angel89,RT @EvermanJeffery: Big congrats on the W #TeamFun in Dubai! #TeamAmazingRace #AmazingRace,2019-05-22 21:01:11
2019-05-23 02:01:04,PL83M,RT @katelyn_panzer: That challenge where you find dinosaur eggs dressed as a dinosaur looks so fun! #AmazingRace,2019-05-22 21:01:04
2019-05-23 02:01:03,SoyGonzaloP,My heart is broken... I hate the head to head #AmazingRace #TAR31,2019-05-22 21:01:03
2019-05-23 02:01:01,Divine_Angel89,RT @ALovelierGirl: I need Becca and Floyd to get their own reality show. They make every situation FUN. Their energy and positive attitudes…,2019-05-22 21:01:01
2019-05-23 02:00:57,AllanBSportsFan,"OMG, the preview of the next #AmazingRace and Rachel is yapping and bitching and complaining and driving another team nuts, again.",2019-05-22 21:00:57
2019-05-23 02:00:47,realityTVstud,@Jessica65481190 @mainlybravo @jesusjugs2 @JessicaManns3 @JamieBe92880069 @Plynn329 @michelleismyna2… https://t.co/xNrOh36JJi,2019-05-22 21:00:47
2019-05-23 02:00:45,Survality,Favorite team that’s representing #AmazingRace #TAR31 #TAR,2019-05-22 21:00:45
2019-05-23 02:00:44,KatieSecrets,Rachel just shut your big mouth for once 😒 #AmazingRace,2019-05-22 21:00:44
2019-05-23 02:00:43,JanLapatha,"Janelle &amp; Britney deserves better
#AmazingRace",2019-05-22 21:00:43
2019-05-23 02:00:34,CalebWH25,The preview for next week’s #AmazingRace has me like.... https://t.co/yHPgPB0Oqz,2019-05-22 21:00:34
2019-05-23 02:00:11,HaymakerHattie,Who was less impressed this week: Sansa Stark with Edmure Tully at the board meeting or Elissa with Rachel at the e… https://t.co/cZ7aifn7Pp,2019-05-22 21:00:11
2019-05-23 02:00:10,_cfoxx90,Showdown? #AmazingRace,2019-05-22 21:00:10
2019-05-23 02:00:09,ALovelierGirl,I need Becca and Floyd to get their own reality show. They make every situation FUN. Their energy and positive atti… https://t.co/ixVds2JkdO,2019-05-22 21:00:09
2019-05-23 02:00:06,katm0512,Routing for Nichole and Victor #AmazingRace,2019-05-22 21:00:06
2019-05-23 01:59:57,EvermanJeffery,Big congrats on the W #TeamFun in Dubai! #TeamAmazingRace #AmazingRace,2019-05-22 20:59:57
2019-05-23 01:59:56,Srahspillz,Sad my big brother girls are being split up! #AmazingRace,2019-05-22 20:59:56
2019-05-23 01:59:54,fjdinardo,The #AmazingRace is going to Switzerland next week. Nice!,2019-05-22 20:59:54
2019-05-23 01:59:50,RachelEReilly,RT @BB_timc: Now we need the mom squad on a BB season together #BB21 😉 #AmazingRace,2019-05-22 20:59:50
2019-05-23 01:59:48,KristelleJoySa4,"RT @tyleroakley: tonight on #AmazingRace, queer contestants were sent to locations where being queer is a crime. being there with protectio…",2019-05-22 20:59:48
2019-05-23 01:59:46,itswessums,I’m...upset #AmazingRace,2019-05-22 20:59:46
2019-05-23 01:59:45,ericaeff,The #AmazingRace just got a little less entertaining. Janelle and Britney 💔,2019-05-22 20:59:45
2019-05-23 01:59:36,Divine_Angel89,"I'm sorry but if you don't like team fun, you suck 😂 #AmazingRace",2019-05-22 20:59:36
2019-05-23 01:59:30,katm0512,Becca and Floyd are super annoying af #AmazingRace,2019-05-22 20:59:30
2019-05-23 01:59:28,andreafan111,RT @KiranSanthanam: Thoughts on Janelle and Britney leaving. #AmazingRace,2019-05-22 20:59:28
2019-05-23 01:59:26,Holly_Homa,I’m so disappointed😥 My Favorite team. @JanellePierzina &amp; @britney_haynes You both are amazing! Love you ladies❤️ #AmazingRace,2019-05-22 20:59:26
2019-05-23 01:59:11,lordsntee,#AmazingRace Becca and Floyd are so much fun,2019-05-22 20:59:11
2019-05-23 01:59:09,tayloroliviq,So proud of @tyleroakley and @koreykuhl on the #AmazingRace tonight,2019-05-22 20:59:09
2019-05-23 01:59:08,FightYouForIt1,Having to watch a @CBSBigBrother team have to take the other out the race.. #AmazingRace https://t.co/CyLF6t63VT,2019-05-22 20:59:08
2019-05-23 01:59:06,CulturalRights1,"THANK YOU @PhilKeoghan AND @AmazingRaceCBS for visiting the PEOPLE, CULTURE, HISTORY, and HUMAN ORIGINS of #Uganda… https://t.co/1H7xH1nBcj",2019-05-22 20:59:06
2019-05-23 01:58:55,musicsmith14,"At least with this head to head, the order of arrival was maintained completely for order of finishing since the pu… https://t.co/H1HN68kZBr",2019-05-22 20:58:55
2019-05-23 01:58:54,planetadenegoci,#boatdrinks #vacationmodeon #cruisetravel #drinklocal #bountyrum #facebook #santacruz #sharesafety #ccc48 #climaCR… https://t.co/2fGZoulHV5,2019-05-22 20:58:54
2019-05-23 01:58:46,hiliejozz,@AmazingRaceCBS  did yall atleast get a chance to enjoy some real rolexes made by the locals? #AmazingRace,2019-05-22 20:58:46
2019-05-23 01:58:37,ajgraves14,"Noooooo! Regardless, I’m so proud of my 2 of 3 favorite BB women @britney_haynes @JanellePierzina of going out ther… https://t.co/jNnLTshFxP",2019-05-22 20:58:37
2019-05-23 01:58:31,delsina363,RT @BB_timc: Now we need the mom squad on a BB season together #BB21 😉 #AmazingRace,2019-05-22 20:58:31
2019-05-23 01:58:30,doco86,Soooo glad u made it.!!! @RachelEReilly 😍😍 goooo \o/ #AmazingRace,2019-05-22 20:58:30
